n_outliers,n_high_leverage,n_influential,indices_outliers,indices_high_leverage,indices_influential
3,82,0,124;394;426,18;36;95;113;129;138;174;186;194;209;239;243;289;297;327;328;367;388;394;400;403;409;421;426;440;444;445;446;448;449;452;455;457;458;460;461;462;465;466;467;470;471;472;477;484;488;496;497;499;507;522;524;532;534;575;579;595;623;630;642;653;662;667;670;686;697;702;704;749;750;751;759;801;820;858;871;911;914;922;933;940;949,
