term,estimate,std.error,statistic,p.value
(Intercept),18.87,5.903383018359522,3.1963378609531863,0.0014380815392531462
in_spotify_playlists,9.112e-5,3.9917090148862295e-6,22.827191520215774,3.452426127812429e-92
danceability_pct,-3.628e-4,0.0069664410510788125,-0.0520780880264794,0.9584774902367708
energy_pct,-0.005359,0.007053820668574859,-0.7596885630826935,0.44763043549088444
valence_pct,-8.479e-4,0.001433408099669695,-0.5915605790621418,0.5542865082300841
artist_count,-0.1221,0.03312308860143756,-3.685720133163399,2.4104480643996525e-4
released_year,2.79e-4,0.0029346014746752603,0.09507777367243377,0.9242732299574081
danceability_pct:energy_pct,4.654e-5,1.094334836570599e-4,0.4253081476267633,0.6707089883959956
